Service Name,Port Number,Transport Protocol,Description,Assignee,Contact,Registration Date,Modification Date,Reference,Service Code,Unauthorized Use Reported,Assignment Notes
is99c,379,tcp,TIA/EIA/IS-99 modem client,,,,,,,,
is99s,380,tcp,TIA/EIA/IS-99 modem server,[Frank_Quick],[Frank_Quick],,,,,,
hp-collector,381,tcp,hp performance data collector,,,,,,,,
hp-managed-node,382,tcp,hp performance data managed node,,,,,,,,
hp-alarm-mgr,383,tcp,hp performance data alarm manager,[Frank_Blakely],[Frank_Blakely],,,,,,
arns,384,tcp,A Remote Network Server System,[David_Hornsby],[David_Hornsby],,,,,,
ibm-app,385,tcp,IBM Application,[Lisa_Tomita],[Lisa_Tomita],,,,,,
asa,386,tcp,ASA Message Router Object Def.,[Steve_Laitinen],[Steve_Laitinen],,,,,,
aurp,387,tcp,Appletalk Update-Based Routing Pro.,[Chris_Ranch],[Chris_Ranch],,,,,,
unidata-ldm,388,tcp,Unidata LDM,[University_Corporation_for_Atmospheric_Research2],[Steven_Emmerson2],,2012-05-18,,,,
ldap,389,tcp,Lightweight Directory Access Protocol,[Tim_Howes],[Tim_Howes],,,,,,
uis,390,tcp,UIS,[Ed_Barron],[Ed_Barron],,,,,,
synotics-relay,391,tcp,SynOptics SNMP Relay Port,,,,,,,,
synotics-broker,392,tcp,SynOptics Port Broker Port,[Illan_Raab],[Illan_Raab],,,,,,
meta5,393,tcp,Meta5,[Jim_Kanzler],[Jim_Kanzler],,,,,,
embl-ndt,394,tcp,EMBL Nucleic Data Transfer,[Peter_Gad],[Peter_Gad],,,,,,
netcp,395,tcp,NetScout Control Protocol,[Ashwani_Singhal],[Ashwani_Singhal],2010-04-07,,,,,
netware-ip,396,tcp,Novell Netware over IP,,,,,,,,
mptn,397,tcp,Multi Protocol Trans. Net.,[Soumitra_Sarkar],[Soumitra_Sarkar],,,,,,
kryptolan,398,tcp,Kryptolan,[Peter_de_Laval],[Peter_de_Laval],,,,,,
iso-tsap-c2,399,tcp,ISO Transport Class 2 Non-Control over TCP,[Yanick_Pouffary],[Yanick_Pouffary],,,,,,
osb-sd,400,tcp,Oracle Secure Backup,[Steven_Fried],[Steven_Fried],2008-06-06,2023-06-15,,,,Formerly was Workstation Solutions
ups,401,tcp,Uninterruptible Power Supply,[Charles_Bennett],[Charles_Bennett],2008-08-29,,,,,
genie,402,tcp,Genie Protocol,[Mark_Hankin],[Mark_Hankin],,,,,,
decap,403,tcp,decap,,,,,,,,
nced,404,tcp,nced,,,,,,,,
ncld,405,tcp,ncld,[Richard_Jones],[Richard_Jones],,,,,,
imsp,406,tcp,Interactive Mail Support Protocol,[John_Myers],[John_Myers],,,,,,
timbuktu,407,tcp,Timbuktu,[Marc_Epard],[Marc_Epard],,,,,,
prm-sm,408,tcp,Prospero Resource Manager Sys. Man.,,,,,,,,
prm-nm,409,tcp,Prospero Resource Manager Node Man.,[B_Clifford_Neuman],[B_Clifford_Neuman],,,,,,
decladebug,410,tcp,DECLadebug Remote Debug Protocol,[Hewlett_Packard],[Hewlett_Packard],,,,,,
rmt,411,tcp,Remote MT Protocol,[Peter_Eriksson],[Peter_Eriksson],,,,,,
synoptics-trap,412,tcp,Trap Convention Port,[Illan_Raab],[Illan_Raab],,,,,,
smsp,413,tcp,Storage Management Services Protocol,[Murthy_Srinivas],[Murthy_Srinivas],,,,,,
infoseek,414,tcp,InfoSeek,[Steve_Kirsch],[Steve_Kirsch],,,,,,
bnet,415,tcp,BNet,[Jim_Mertz],[Jim_Mertz],,,,,,
silverplatter,416,tcp,Silverplatter,[Peter_Ciuffetti],[Peter_Ciuffetti],,,,,,
onmux,417,tcp,Onmux,[Stephen_Hanna],[Stephen_Hanna],,,,,,
hyper-g,418,tcp,Hyper-G,[Frank_Kappe],[Frank_Kappe],,,,,,
ariel1,419,tcp,Ariel 1,[Joel_Karafin],[Joel_Karafin],,,,,,
smpte,420,tcp,SMPTE,[Si_Becker],[Si_Becker],,,,,,
ariel2,421,tcp,Ariel 2,,,,,,,,
ariel3,422,tcp,Ariel 3,[Joel_Karafin],[Joel_Karafin],,,,,,
opc-job-start,423,tcp,IBM Operations Planning and Control Start,,,,,,,,
opc-job-track,424,tcp,IBM Operations Planning and Control Track,[Conny_Larsson],[Conny_Larsson],,,,,,
icad-el,425,tcp,ICAD,[Larry_Stone],[Larry_Stone],,,,,,
smartsdp,426,tcp,smartsdp,[Marie_Pierre_Belange],[Marie_Pierre_Belange],,,,,,
svrloc,427,tcp,Server Location,[Veizades],[Veizades],,,,,,
ocs-cmu,428,tcp,"OCS_CMU IANA assigned this well-formed service name as a replacement for ""ocs_cmu"".",,,,,,,,
ocs-amu,429,tcp,"OCS_AMU IANA assigned this well-formed service name as a replacement for ""ocs_amu"".",[Florence_Wyman],[Florence_Wyman],,,,,,
utmpsd,430,tcp,UTMPSD,,,,,,,,
utmpcd,431,tcp,UTMPCD,,,,,,,,
iasd,432,tcp,IASD,[Nir_Baroz],[Nir_Baroz],,,,,,
nnsp,433,tcp,NNTP for transit servers (NNSP),[IESG],[IETF_Chair],,2018-07-06,[RFC3977],,,
mobileip-agent,434,tcp,MobileIP-Agent,,,,,,,,
mobilip-mn,435,tcp,MobilIP-MN,[Kannan_Alagappan_2],[Kannan_Alagappan_2],,,,,,
dna-cml,436,tcp,DNA-CML,[Dan_Flowers],[Dan_Flowers],,,,,,
comscm,437,tcp,comscm,[Jim_Teague],[Jim_Teague],,,,,,
dsfgw,438,tcp,dsfgw,[Andy_McKeen],[Andy_McKeen],,,,,,
dasp,439,tcp,dasp,[Thomas_Obermair],[Thomas_Obermair],,,,,,
sgcp,440,tcp,sgcp,[Marshall_Rose],[Marshall_Rose],,,,,,
decvms-sysmgt,441,tcp,decvms-sysmgt,[Lee_Barton],[Lee_Barton],,,,,,
cvc-hostd,442,tcp,"cvc_hostd IANA assigned this well-formed service name as a replacement for ""cvc_hostd"".",[Bill_Davidson],[Bill_Davidson],,,,,,
https,443,tcp,http protocol over TLS/SSL,[IESG],[IETF_Chair],,2021-10-01,[RFC9110],,,
snpp,444,tcp,Simple Network Paging Protocol,,,,,[RFC1568],,,
microsoft-ds,445,tcp,Microsoft-DS,[Pradeep_Bahl],[Pradeep_Bahl],,,,,,
ddm-rdb,446,tcp,DDM-Remote Relational Database Access,,,,,,,,
ddm-dfm,447,tcp,DDM-Distributed File Management,[Steven_Ritland],[Steven_Ritland],,,,,,
ddm-ssl,448,tcp,DDM-Remote DB Access Using Secure Sockets,[Steven_Ritland],[Steven_Ritland],,,,,,
as-servermap,449,tcp,AS Server Mapper,[Barbara_Foss],[Barbara_Foss],,,,,,
tserver,450,tcp,Computer Supported Telecomunication Applications,[Harvey_S_Schultz],[Harvey_S_Schultz],,,,,,
sfs-smp-net,451,tcp,Cray Network Semaphore server,,,,,,,,
sfs-config,452,tcp,Cray SFS config server,[Walter_Poxon],[Walter_Poxon],,,,,,
creativeserver,453,tcp,CreativeServer,,,,,,,,
contentserver,454,tcp,ContentServer,,,,,,,,
creativepartnr,455,tcp,CreativePartnr,[Jesus_Ortiz],[Jesus_Ortiz],,,,,,
macon-tcp,456,tcp,macon-tcp,[Yoshinobu_Inoue],[Yoshinobu_Inoue],,,,,,
scohelp,457,tcp,scohelp,[Faith_Zack],[Faith_Zack],,,,,,
appleqtc,458,tcp,apple quick time,[Murali_Ranganathan],[Murali_Ranganathan],,,,,,
ampr-rcmd,459,tcp,ampr-rcmd,[Rob_Janssen],[Rob_Janssen],,,,,,
skronk,460,tcp,skronk,[Henry_Strickland],[Henry_Strickland],,,,,,
datasurfsrv,461,tcp,DataRampSrv,,,,,,,,
datasurfsrvsec,462,tcp,DataRampSrvSec,[Diane_Downie],[Diane_Downie],,,,,,
alpes,463,tcp,alpes,[Alain_Durand],[Alain_Durand],,,,,,
kpasswd,464,tcp,kpasswd,[Greg_Hudson_2],[Greg_Hudson_2],,2023-11-17,,,,
urd,465,tcp,URL Rendezvous Directory for SSM,[Toerless_Eckert],[Toerless_Eckert],,,,,,
digital-vrc,466,tcp,digital-vrc,[Peter_Higginson],[Peter_Higginson],,,,,,
mylex-mapd,467,tcp,mylex-mapd,[Gary_Lewis],[Gary_Lewis],,,,,,
photuris,468,tcp,proturis,[Bill_Simpson_2],[Bill_Simpson_2],,,,,,
rcp,469,tcp,Radio Control Protocol,[Jim_Jennings],[Jim_Jennings],,,,,,
scx-proxy,470,tcp,scx-proxy,[Scott_Narveson],[Scott_Narveson],,,,,,
mondex,471,tcp,Mondex,[Bill_Reding],[Bill_Reding],,,,,,
ljk-login,472,tcp,ljk-login,[LJK],[LJK],,,,,,
hybrid-pop,473,tcp,hybrid-pop,[Rami_Rubin],[Rami_Rubin],,,,,,
tn-tl-w1,474,tcp,tn-tl-w1,,,,,,,,
tcpnethaspsrv,475,tcp,tcpnethaspsrv,[Michael_Zunke],[Michael_Zunke],2010-07-23,,,,,
tn-tl-fd1,476,tcp,tn-tl-fd1,[Ed_Kress],[Ed_Kress],,,,,,
ss7ns,477,tcp,ss7ns,[Jean_Michel_URSCH],[Jean_Michel_URSCH],,,,,,
spsc,478,tcp,spsc,[Mike_Rieker],[Mike_Rieker],,,,,,
iafserver,479,tcp,iafserver,,,,,,,,
iafdbase,480,tcp,iafdbase,[Rick_Yazwinski],[Rick_Yazwinski],,,,,,
ph,481,tcp,Ph service,[Roland_Hedberg],[Roland_Hedberg],,,,,,
bgs-nsi,482,tcp,bgs-nsi,[Jon_Saperia],[Jon_Saperia],,,,,,
ulpnet,483,tcp,ulpnet,[Kevin_Mooney],[Kevin_Mooney],,,,,,
integra-sme,484,tcp,Integra Software Management Environment,[Randall_Dow],[Randall_Dow],,,,,,
powerburst,485,tcp,Air Soft Power Burst,[gary],[gary],,,,,,
avian,486,tcp,avian,[Robert_Ullmann_2],[Robert_Ullmann_2],,,,,,
saft,487,tcp,saft Simple Asynchronous File Transfer,[Ulli_Horlacher],[Ulli_Horlacher],,,,,,
gss-http,488,tcp,gss-http,[Doug_Rosenthal],[Doug_Rosenthal],,,,,,
nest-protocol,489,tcp,nest-protocol,[Gilles_Gameiro],[Gilles_Gameiro],,,,,,
micom-pfs,490,tcp,micom-pfs,[David_Misunas],[David_Misunas],,,,,,
go-login,491,tcp,go-login,[Troy_Morrison],[Troy_Morrison],,,,,,
ticf-1,492,tcp,Transport Independent Convergence for FNA,,,,,,,,
ticf-2,493,tcp,Transport Independent Convergence for FNA,[Mamoru_Ito],[Mamoru_Ito],,,,,,
pov-ray,494,tcp,POV-Ray,[POV_Team_Co_ordinato],[POV_Team_Co_ordinato],,,,,,
intecourier,495,tcp,intecourier,[Steve_Favor],[Steve_Favor],,,,,,
pim-rp-disc,496,tcp,PIM-RP-DISC,[Dino_Farinacci],[Dino_Farinacci],,,,,,
retrospect,497,tcp,Retrospect backup and restore service,[Retrospect_Inc],[JG_Heithcock],,2012-02-02,,,,
siam,498,tcp,siam,[Philippe_Gilbert],[Philippe_Gilbert],,,,,,
iso-ill,499,tcp,ISO ILL Protocol,[Mark_H_Needleman],[Mark_H_Needleman],,,,,,
isakmp,500,tcp,isakmp,[Mark_Schertler],[Mark_Schertler],,,,,,
stmf,501,tcp,STMF,[Alan_Ungar],[Alan_Ungar],,,,,,
mbap,502,tcp,Modbus Application Protocol,[modbus.org],[Dennis_Dube],,2014-06-10,,,,
intrinsa,503,tcp,Intrinsa,[Robert_Ford],[Robert_Ford],,,,,,
citadel,504,tcp,citadel,[Art_Cancro],[Art_Cancro],,,,,,
mailbox-lm,505,tcp,mailbox-lm,[Beverly_Moody],[Beverly_Moody],,,,,,
ohimsrv,506,tcp,ohimsrv,[Scott_Powell],[Scott_Powell],,,,,,
crs,507,tcp,crs,[Brad_Wright],[Brad_Wright],,,,,,
xvttp,508,tcp,xvttp,[Keith_J_Alphonso],[Keith_J_Alphonso],,,,,,
snare,509,tcp,snare,[Dennis_Batchelder],[Dennis_Batchelder],,,,,,
fcp,510,tcp,FirstClass Protocol,[Mike_Marshburn],[Mike_Marshburn],,,,,,
passgo,511,tcp,PassGo,[John_Rainford],[John_Rainford],,,,,,
exec,512,tcp,remote process execution; authentication performed using passwords and UNIX login names,,,,,,,,
login,513,tcp,"remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains""",,,,,,,,
shell,514,tcp,"cmd like exec, but automatic authentication is performed as for login server",,,,,,,,
printer,515,tcp,spooler,,,,,,,,
videotex,516,tcp,videotex,[Daniel_Mavrakis],[Daniel_Mavrakis],,,,,,
talk,517,tcp,"like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)",,,,,,,,
ntalk,518,tcp,,,,,,,,,
utime,519,tcp,unixtime,,,,,,,,
efs,520,tcp,extended file name server,,,,,,,,
ripng,521,tcp,ripng,[Robert_E_Minnear],[Robert_E_Minnear],,,,,,
ulp,522,tcp,ULP,[Max_Morris],[Max_Morris],,,,,,
ibm-db2,523,tcp,IBM-DB2,[Juliana_Hsu],[Juliana_Hsu],,,,,,
ncp,524,tcp,NCP,[Don_Provan_2],[Don_Provan_2],,,,,,
timed,525,tcp,timeserver,,,,,,,,
tempo,526,tcp,newdate,,,,,,,,
stx,527,tcp,Stock IXChange,[Ferdi_Ladeira],[Ferdi_Ladeira],,2022-01-25,,,,
custix,528,tcp,Customer IXChange,[Ferdi_Ladeira],[Ferdi_Ladeira],,2022-01-25,,,,
irc-serv,529,tcp,IRC-SERV,[Brian_Tackett],[Brian_Tackett],,,,,,
courier,530,tcp,rpc,,,,,,,,
conference,531,tcp,chat,,,,,,,,
netnews,532,tcp,readnews,,,,,,,,
netwall,533,tcp,for emergency broadcasts,[Andreas_Heidemann],[Andreas_Heidemann],,,,,,
windream,534,tcp,windream Admin,[Uwe_Honermann],[Uwe_Honermann],,,,,,
iiop,535,tcp,iiop,[Jeff_M_Michaud],[Jeff_M_Michaud],,,,,,
opalis-rdv,536,tcp,opalis-rdv,[Laurent_Domenech],[Laurent_Domenech],,,,,,
nmsp,537,tcp,Networked Media Streaming Protocol,[Paul_Santinelli_Jr],[Paul_Santinelli_Jr],,,,,,
gdomap,538,tcp,gdomap,[Richard_Frith_Macdon],[Richard_Frith_Macdon],,,,,,
apertus-ldp,539,tcp,Apertus Technologies Load Determination,,,,,,,,
uucp,540,tcp,uucpd,,,,,,,,
uucp-rlogin,541,tcp,uucp-rlogin,[Stuart_Lynne],[Stuart_Lynne],,,,,,
commerce,542,tcp,commerce,[Randy_Epstein],[Randy_Epstein],,,,,,
klogin,543,tcp,,,,,,,,,
kshell,544,tcp,krcmd,,,,,,,,
appleqtcsrvr,545,tcp,appleqtcsrvr,[Murali_Ranganathan],[Murali_Ranganathan],,,,,,
dhcpv6-client,546,tcp,DHCPv6 Client,,,,,,,,
dhcpv6-server,547,tcp,DHCPv6 Server,[IESG],[IETF_Chair],,2018-05-21,[RFC5460],,,
afpovertcp,548,tcp,AFP over TCP,[Leland_Wallace],[Leland_Wallace],,,,,,Defined TXT keys: u=<username> p=<password> path=<path>
idfp,549,tcp,IDFP,[Ramana_Kovi],[Ramana_Kovi],,,,,,
new-rwho,550,tcp,new-who,,,,,[n/a],,,
cybercash,551,tcp,cybercash,[Donald_E_Eastlake],[Donald_E_Eastlake],,,[RFC1898],,,
devshr-nts,552,tcp,DeviceShare,[Benjamin_Rosenberg],[Benjamin_Rosenberg],,,,,,
pirp,553,tcp,pirp,[D_J_Bernstein],[D_J_Bernstein],,,,,,
rtsp,554,tcp,Real Time Streaming Protocol (RTSP),[Rob_Lanphier],[Rob_Lanphier],,,,,,
dsf,555,tcp,,,,,,,,,
remotefs,556,tcp,rfs server,,,,,,,,
openvms-sysipc,557,tcp,openvms-sysipc,[Alan_Potter],[Alan_Potter],,,,,,
sdnskmp,558,tcp,SDNSKMP,,,,,,,,
teedtap,559,tcp,TEEDTAP,[Charlie_Limoges],[Charlie_Limoges],,,,,,
rmonitor,560,tcp,rmonitord,,,,,,,,
monitor,561,tcp,,,,,,,,,
chshell,562,tcp,chcmd,,,,,,,,
nntps,563,tcp,nntp protocol over TLS/SSL (was snntp),[IESG],[IETF_Chair],,2018-07-06,[RFC4642],,,
9pfs,564,tcp,plan 9 file service,,,,,,,,
whoami,565,tcp,whoami,,,,,,,,
streettalk,566,tcp,streettalk,,,,,,,,
banyan-rpc,567,tcp,banyan-rpc,[Tom_Lemaire],[Tom_Lemaire],,,,,,
ms-shuttle,568,tcp,microsoft shuttle,[Rudolph_Balaz],[Rudolph_Balaz],,,,,,
ms-rome,569,tcp,microsoft rome,[Rudolph_Balaz],[Rudolph_Balaz],,,,,,
meter,570,tcp,demon,,,,,,,,
meter,571,tcp,udemon,,,,,,,,
sonar,572,tcp,sonar,[Keith_Moore],[Keith_Moore],,,,,,
banyan-vip,573,tcp,banyan-vip,[Denis_Leclerc],[Denis_Leclerc],,,,,,
ftp-agent,574,tcp,FTP Software Agent System,[Michael_S_Greenberg],[Michael_S_Greenberg],,,,,,
vemmi,575,tcp,VEMMI,[Daniel_Mavrakis_2],[Daniel_Mavrakis_2],,,,,,
ipcd,576,tcp,ipcd,,,,,,,,
vnas,577,tcp,vnas,,,,,,,,
ipdd,578,tcp,ipdd,[Jay_Farhat],[Jay_Farhat],,,,,,
decbsrv,579,tcp,decbsrv,[Rudi_Martin],[Rudi_Martin],,,,,,
sntp-heartbeat,580,tcp,SNTP HEARTBEAT,[Louis_Mamakos_2],[Louis_Mamakos_2],,,,,,
bdp,581,tcp,Bundle Discovery Protocol,[Gary_Malkin],[Gary_Malkin],,,,,,
scc-security,582,tcp,SCC Security,[Prashant_Dholakia],[Prashant_Dholakia],,,,,,
philips-vc,583,tcp,Philips Video-Conferencing,[Janna_Chang],[Janna_Chang],,,,,,
keyserver,584,tcp,Key Server,[Gary_Howland],[Gary_Howland],,,,,,
,585,,De-registered,,,,2006-04-25,,,,"Use of 585 is not recommended, use 993 instead"
password-chg,586,tcp,Password Change,,,,,,,,
submission,587,tcp,Message Submission,,,,2011-11-17,[RFC6409],,,
cal,588,tcp,CAL,[Myron_Hattig],[Myron_Hattig],,,,,,
eyelink,589,tcp,EyeLink,[Dave_Stampe],[Dave_Stampe],,,,,,
tns-cml,590,tcp,TNS CML,[Jerome_Albin],[Jerome_Albin],,,,,,
http-alt,591,tcp,"FileMaker, Inc. - HTTP Alternate (see Port 80)",[Clay_Maeckel],[Clay_Maeckel],,,,,,
eudora-set,592,tcp,Eudora Set,[Randall_Gellens],[Randall_Gellens],,,,,,
http-rpc-epmap,593,tcp,HTTP RPC Ep Map,[Edward_Reus],[Edward_Reus],,,,,,
tpip,594,tcp,TPIP,[Brad_Spear],[Brad_Spear],,,,,,
cab-protocol,595,tcp,CAB Protocol,[Winston_Hetherington],[Winston_Hetherington],,,,,,
smsd,596,tcp,SMSD,[Wayne_Barlow],[Wayne_Barlow],,,,,,
ptcnameservice,597,tcp,PTC Name Service,[Yuri_Machkasov],[Yuri_Machkasov],,,,,,
sco-websrvrmg3,598,tcp,SCO Web Server Manager 3,[Simon_Baldwin],[Simon_Baldwin],,,,,,
acp,599,tcp,Aeolon Core Protocol,[Michael_Alyn_Miller],[Michael_Alyn_Miller],,,,,,
ipcserver,600,tcp,Sun IPC server,[Bill_Schiefelbein],[Bill_Schiefelbein],,,,,,
syslog-conn,601,tcp,Reliable Syslog Service,,,,,[RFC3195],,,
xmlrpc-beep,602,tcp,XML-RPC over BEEP,,,,,[RFC3529],,,
idxp,603,tcp,IDXP,,,,,[RFC4767],,,
tunnel,604,tcp,TUNNEL,,,,,[RFC3620],,,
soap-beep,605,tcp,SOAP over BEEP,,,,,[RFC4227],,,
urm,606,tcp,Cray Unified Resource Manager,,,,,,,,
nqs,607,tcp,nqs,[Bill_Schiefelbein],[Bill_Schiefelbein],,,,,,
sift-uft,608,tcp,Sender-Initiated/Unsolicited File Transfer,[Rick_Troth],[Rick_Troth],,,,,,
npmp-trap,609,tcp,npmp-trap,,,,,,,,
npmp-local,610,tcp,npmp-local,,,,,,,,
npmp-gui,611,tcp,npmp-gui,[John_Barnes],[John_Barnes],,,,,,
hmmp-ind,612,tcp,HMMP Indication,,,,,,,,
hmmp-op,613,tcp,HMMP Operation,[Andrew_Sinclair],[Andrew_Sinclair],,,,,,
sshell,614,tcp,SSLshell,[Simon_J_Gerraty],[Simon_J_Gerraty],,,,,,
sco-inetmgr,615,tcp,Internet Configuration Manager,,,,,,,,
sco-sysmgr,616,tcp,SCO System Administration Server,,,,,,,,
sco-dtmgr,617,tcp,SCO Desktop Administration Server,[Christopher_Durham],[Christopher_Durham],,,,,,
dei-icda,618,tcp,DEI-ICDA,[David_Turner],[David_Turner],,,,,,
compaq-evm,619,tcp,Compaq EVM,[Jem_Treadwell],[Jem_Treadwell],,,,,,
sco-websrvrmgr,620,tcp,SCO WebServer Manager,[Christopher_Durham],[Christopher_Durham],,,,,,
escp-ip,621,tcp,ESCP,[Lai_Zit_Seng],[Lai_Zit_Seng],,,,,,
collaborator,622,tcp,Collaborator,[Johnson_Davis],[Johnson_Davis],,,,,,
oob-ws-http,623,tcp,DMTF out-of-band web services management protocol,[Jim_Davis],[Jim_Davis],2007-06,,,,,
cryptoadmin,624,tcp,Crypto Admin,[Tony_Walker],[Tony_Walker],,,,,,
dec-dlm,625,tcp,"DEC DLM IANA assigned this well-formed service name as a replacement for ""dec_dlm"".",[Rudi_Martin_2],[Rudi_Martin_2],,,,,,
asia,626,tcp,ASIA,[Michael_Dasenbrock],[Michael_Dasenbrock],,,,,,
passgo-tivoli,627,tcp,PassGo Tivoli,[John_Rainford_2],[John_Rainford_2],,,,,,
qmqp,628,tcp,QMQP,[D_J_Bernstein],[D_J_Bernstein],,2018-04-05,,,,
3com-amp3,629,tcp,3Com AMP3,[Prakash_Banthia],[Prakash_Banthia],,,,,,
rda,630,tcp,RDA,[John_Hadjioannou],[John_Hadjioannou],,,,,,
ipp,631,tcp,IPP (Internet Printing Protocol),[IESG],[IETF_Chair],,2018-07-06,[RFC8011],,,Defined TXT keys: See BonjourPrinting.pdf.
bmpp,632,tcp,bmpp,[Troy_Rollo],[Troy_Rollo],,,,,,
servstat,633,tcp,Service Status update (Sterling Software),[Greg_Rose],[Greg_Rose],,,,,,
ginad,634,tcp,ginad,[Mark_Crother],[Mark_Crother],,,,,,
rlzdbase,635,tcp,RLZ DBase,[Michael_Ginn],[Michael_Ginn],,,,,,
ldaps,636,tcp,ldap protocol over TLS/SSL (was sldap),[Pat_Richard],[Pat_Richard],,,,,,
lanserver,637,tcp,lanserver,[Chris_Larsson],[Chris_Larsson],,,,,,
mcns-sec,638,tcp,mcns-sec,[Kaz_Ozawa],[Kaz_Ozawa],,,,,,
msdp,639,tcp,MSDP,[Dino_Farinacci],[Dino_Farinacci],,,,,,
entrust-sps,640,tcp,entrust-sps,[Marek_Buchler],[Marek_Buchler],,,,,,
repcmd,641,tcp,repcmd,[Scott_Dale],[Scott_Dale],,,,,,
esro-emsdp,642,tcp,ESRO-EMSDP V1.3,[Mohsen_Banan_2],[Mohsen_Banan_2],,,,,,
sanity,643,tcp,SANity,[Peter_Viscarola],[Peter_Viscarola],,,,,,
dwr,644,tcp,dwr,[Bill_Fenner],[Bill_Fenner],,,,,,
pssc,645,tcp,PSSC,[Egon_Meier_Engelen],[Egon_Meier_Engelen],,,,,,
ldp,646,tcp,LDP,[Bob_Thomas],[Bob_Thomas],,,,,,
dhcp-failover,647,tcp,DHCP Failover,[IESG],[IETF_Chair],,2018-05-21,[RFC8156],,,
rrp,648,tcp,Registry Registrar Protocol (RRP),[Scott_Hollenbeck],[Scott_Hollenbeck],,,,,,
cadview-3d,649,tcp,Cadview-3d - streaming 3d models over the internet,[David_Cooper],[David_Cooper],,,,,,
obex,650,tcp,OBEX,[Jeff_Garbers],[Jeff_Garbers],,,,,,
ieee-mms,651,tcp,IEEE MMS,[Curtis_Anderson],[Curtis_Anderson],,,,,,
hello-port,652,tcp,HELLO_PORT,[Patrick_Cipiere],[Patrick_Cipiere],,,,,,
repscmd,653,tcp,RepCmd,[Scott_Dale_2],[Scott_Dale_2],,,,,,
aodv,654,tcp,AODV,[Charles_Perkins],[Charles_Perkins],,,,,,
tinc,655,tcp,TINC,[Ivo_Timmermans],[Ivo_Timmermans],,,,,,
spmp,656,tcp,SPMP,[Jakob_Kaivo],[Jakob_Kaivo],,,,,,
rmc,657,tcp,RMC,[Michael_Schmidt],[Michael_Schmidt],,,,,,
tenfold,658,tcp,TenFold,[Louis_Olszyk],[Louis_Olszyk],,,,,,
,659,,Removed,,,,2001-06-06,,,,
mac-srvr-admin,660,tcp,MacOS Server Admin,[Forest_Hill],[Forest_Hill],,,,,,
hap,661,tcp,HAP,[Igor_Plotnikov],[Igor_Plotnikov],,,,,,
pftp,662,tcp,PFTP,[Ben_Schluricke],[Ben_Schluricke],,,,,,
purenoise,663,tcp,PureNoise,[Sam_Osa],[Sam_Osa],,,,,,
oob-ws-https,664,tcp,DMTF out-of-band secure web services management protocol,[Jim_Davis],[Jim_Davis],2007-06,,,,,
sun-dr,665,tcp,Sun DR,[Harinder_Bhasin],[Harinder_Bhasin],,,,,,
mdqs,666,tcp,,,,,,,,,
disclose,667,tcp,campaign contribution disclosures - SDR Technologies,[Jim_Dixon],[Jim_Dixon],,,,,,
mecomm,668,tcp,MeComm,,,,,,,,
meregister,669,tcp,MeRegister,[Armin_Sawusch],[Armin_Sawusch],,,,,,
vacdsm-sws,670,tcp,VACDSM-SWS,,,,,,,,
vacdsm-app,671,tcp,VACDSM-APP,,,,,,,,
vpps-qua,672,tcp,VPPS-QUA,,,,,,,,
cimplex,673,tcp,CIMPLEX,[Ulysses_G_Smith_Jr],[Ulysses_G_Smith_Jr],,,,,,
acap,674,tcp,ACAP,[Chris_Newman],[Chris_Newman],,2010-10-15,,,,
dctp,675,tcp,DCTP,[Andre_Kramer],[Andre_Kramer],,,,,,
vpps-via,676,tcp,VPPS Via,[Ulysses_G_Smith_Jr],[Ulysses_G_Smith_Jr],,,,,,
vpp,677,tcp,Virtual Presence Protocol,[Klaus_Wolf],[Klaus_Wolf],,,,,,
ggf-ncp,678,tcp,GNU Generation Foundation NCP,[Noah_Paul],[Noah_Paul],,,,,,
mrm,679,tcp,MRM,[Liming_Wei],[Liming_Wei],,,,,,
entrust-aaas,680,tcp,entrust-aaas,,,,,,,,
entrust-aams,681,tcp,entrust-aams,[Adrian_Mancini],[Adrian_Mancini],,,,,,
xfr,682,tcp,XFR,[Noah_Paul_2],[Noah_Paul_2],,,,,,
corba-iiop,683,tcp,CORBA IIOP,,,,,,,,
corba-iiop-ssl,684,tcp,CORBA IIOP SSL,[Andrew_Watson],[Andrew_Watson],,,,,,
mdc-portmapper,685,tcp,MDC Port Mapper,[Noah_Paul],[Noah_Paul],,,,,,
hcp-wismar,686,tcp,Hardware Control Protocol Wismar,[David_Merchant],[David_Merchant],,,,,,
asipregistry,687,tcp,asipregistry,[Erik_Sea],[Erik_Sea],,,,,,
realm-rusd,688,tcp,ApplianceWare managment protocol,[Stacy_Kenworthy],[Stacy_Kenworthy],,,,,,
nmap,689,tcp,NMAP,[Peter_Dennis_Bartok],[Peter_Dennis_Bartok],,,,,,
vatp,690,tcp,Velneo Application Transfer Protocol,[Velneo],[David_Gutierrez],,2015-02-03,,,,
msexch-routing,691,tcp,MS Exchange Routing,[David_Lemson],[David_Lemson],,,,,,
hyperwave-isp,692,tcp,Hyperwave-ISP,[Gerald_Mesaric],[Gerald_Mesaric],,,,,,
connendp,693,tcp,almanid Connection Endpoint,[Ronny_Bremer],[Ronny_Bremer],,,,,,
ha-cluster,694,tcp,ha-cluster,[Alan_Robertson],[Alan_Robertson],,,,,,
